,movie_id,title,tags
10,1452,Superman Returns,"['superman', 'returns', 'discover', '5-year', 'absence', 'allowed', 'lex', 'luthor', 'walk', 'free,', 'closest', 'felt', 'abandoned', 'moved', 'on.', 'luthor', 'plots', 'ultimate', 'revenge', 'could', 'see', 'millions', 'killed', 'change', 'face', 'planet', 'forever,', 'well', 'ridding', 'man', 'steel.', 'adventure', 'fantasy', 'action', 'science fiction', 'savingtheworld', 'dccomics', 'invulnerability', 'sequel', 'superhero', 'basedoncomicbook', 'kryptonite', 'superpowers', 'superhumanstrength', 'lexluthor', 'brandonrouth', 'kevinspacey', 'katebosworth', 'bryansinger']"
11,10764,Quantum of Solace,"['quantum', 'solace', 'continues', 'adventures', 'james', 'bond', 'casino', 'royale.', 'betrayed', 'vesper,', 'woman', 'loved,', '007', 'fights', 'urge', 'make', 'latest', 'mission', 'personal.', 'pursuing', 'determination', 'uncover', 'truth,', 'bond', 'interrogate', 'mr.', 'white,', 'reveals', 'organization', 'blackmailed', 'vesper', 'far', 'complex', 'dangerous', 'anyone', 'imagined.', 'adventure', 'action', 'thriller', 'crime', 'killing', 'undercover', 'secretagent', 'britishsecretservice', 'danielcraig', 'olgakurylenko', 'mathieuamalric', 'marcforster']"
12,58,Pirates of the Caribbean: Dead Man's Chest,"['captain', 'jack', 'sparrow', 'works', 'way', 'blood', 'debt', 'ghostly', 'davey', 'jones,', 'also', 'attempts', 'avoid', 'eternal', 'damnation.', 'adventure', 'fantasy', 'action', 'witch', 'fortuneteller', 'bondage', 'exoticisland', 'monster', 'captain', 'cardgame', 'eastindiatradingcompany', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger', 'johnnydepp', 'orlandobloom', 'keiraknightley', 'goreverbinski']"
13,57201,The Lone Ranger,"['texas', 'rangers', 'chase', 'gang', 'outlaws', 'led', 'butch', 'cavendish,', 'gang', 'ambushes', 'rangers,', 'seemingly', 'killing', 'all.', 'one', 'survivor', 'found,', 'however,', 'american', 'indian', 'named', 'tonto,', 'nurses', 'back', 'health.', 'ranger,', 'donning', 'mask', 'riding', 'white', 'stallion', 'named', 'silver,', 'teams', 'tonto', 'bring', 'unscrupulous', 'gang', 'others', 'ilk', 'justice.', 'action', 'adventure', 'western', 'texas', 'horse', 'survivor', 'texasranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'loneranger', 'comanche', 'theloneranger', 'tonto', 'johnnydepp', 'armiehammer', 'williamfichtner', 'goreverbinski']"
14,49521,Man of Steel,"['young', 'boy', 'learns', 'extraordinary', 'powers', 'earth.', 'young', 'man,', 'journeys', 'discover', 'came', 'sent', 'do.', 'hero', 'must', 'emerge', 'save', 'world', 'annihilation', 'become', 'symbol', 'hope', 'mankind.', 'action', 'adventure', 'fantasy', 'science fiction', 'savingtheworld', 'dccomics', 'superhero', 'basedoncomicbook', 'superhuman', 'alieninvasion', 'reboot', 'superpowers', 'dcextendeduniverse', 'henrycavill', 'amyadams', 'michaelshannon', 'zacksnyder']"
15,2454,The Chronicles of Narnia: Prince Caspian,"['one', 'year', 'incredible', 'adventures', 'lion,', 'witch', 'wardrobe,', 'peter,', 'edmund,', 'lucy', 'susan', 'pevensie', 'return', 'narnia', 'aid', 'young', 'prince', 'whose', 'life', 'threatened', 'evil', 'king', 'miraz.', 'now,', 'help', 'colorful', 'cast', 'new', 'characters,', 'including', 'trufflehunter', 'badger', 'nikabrik', 'dwarf,', 'pevensie', 'clan', 'embarks', 'incredible', 'quest', 'ensure', 'narnia', 'returned', 'rightful', 'heir.', 'adventure', 'family', 'fantasy', 'basedonnovel', 'fictionalplace', 'brothersisterrelationship', 'lion', 'humanbeing', 'wretch', 'leapintime', 'matteroflifeanddeath', 'faith', 'uncle', 'narnia', 'fantasyworld', 'benbarnes', 'williammoseley', 'annapopplewell', 'andrewadamson']"
16,24428,The Avengers,"['unexpected', 'enemy', 'emerges', 'threatens', 'global', 'safety', 'security,', 'nick', 'fury,', 'director', 'international', 'peacekeeping', 'agency', 'known', 's.h.i.e.l.d.,', 'finds', 'need', 'team', 'pull', 'world', 'back', 'brink', 'disaster.', 'spanning', 'globe,', 'daring', 'recruitment', 'effort', 'begins!', 'science fiction', 'action', 'adventure', 'newyork', 'shield', 'marvelcomic', 'superhero', 'basedoncomicbook', 'alieninvasion', 'superheroteam', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', 'robertdowneyjr.', 'chrisevans', 'markruffalo', 'josswhedon']"
17,1865,Pirates of the Caribbean: On Stranger Tides,"['captain', 'jack', 'sparrow', 'crosses', 'paths', 'woman', 'past,', ""he's"", 'sure', 'love', '--', 'ruthless', 'con', 'artist', ""who's"", 'using', 'find', 'fabled', 'fountain', 'youth.', 'forces', 'aboard', 'queen', ""anne's"", 'revenge,', 'ship', 'formidable', 'pirate', 'blackbeard,', 'jack', 'finds', 'unexpected', 'adventure', 'know', 'fear', 'more:', 'blackbeard', 'woman', 'past.', 'adventure', 'action', 'fantasy', 'sea', 'captain', 'mutiny', 'sword', 'primeminister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d', 'johnnydepp', 'penélopecruz', 'ianmcshane', 'robmarshall']"
18,41154,Men in Black 3,"['agents', 'j', '(will', 'smith)', 'k', '(tommy', 'lee', 'jones)', 'back...in', 'time.', 'j', 'seen', 'inexplicable', 'things', '15', 'years', 'men', 'black,', 'nothing,', 'even', 'aliens,', 'perplexes', 'much', 'wry,', 'reticent', 'partner.', ""k's"", 'life', 'fate', 'planet', 'put', 'stake,', 'agent', 'j', 'travel', 'back', 'time', 'put', 'things', 'right.', 'j', 'discovers', 'secrets', 'universe', 'k', 'never', 'told', '-', 'secrets', 'reveal', 'teams', 'young', 'agent', 'k', '(josh', 'brolin)', 'save', 'partner,', 'agency,', 'future', 'humankind.', 'action', 'comedy', 'science fiction', 'timetravel', 'timemachine', 'alien', 'fictionalgovernmentagency', 'seeingthefuture', 'changinghistory', 'willsmith', 'tommyleejones', 'joshbrolin', 'barrysonnenfeld']"
19,122917,The Hobbit: The Battle of the Five Armies,"['immediately', 'events', 'desolation', 'smaug,', 'bilbo', 'dwarves', 'try', 'defend', ""erebor's"", 'mountain', 'treasure', 'others', 'claim', 'it:', 'men', 'ruined', 'laketown', 'elves', 'mirkwood.', 'meanwhile', 'army', 'orcs', 'led', 'azog', 'defiler', 'marching', 'erebor,', 'fueled', 'rise', 'dark', 'lord', 'sauron.', 'dwarves,', 'elves', 'men', 'must', 'unite,', 'hope', 'middle-earth', 'falls', ""bilbo's"", 'hands.', 'action', 'adventure', 'fantasy', 'corruption', 'elves', 'dwarves', 'orcs', 'middle-earth(tolkien)', 'hobbit', 'dragon', 'battle', 'unlikelyfriendship', 'epicbattle', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'peterjackson']"
20,1930,The Amazing Spider-Man,"['peter', 'parker', 'outcast', 'high', 'schooler', 'abandoned', 'parents', 'boy,', 'leaving', 'raised', 'uncle', 'ben', 'aunt', 'may.', 'like', 'teenagers,', 'peter', 'trying', 'figure', 'got', 'person', 'today.', 'peter', 'discovers', 'mysterious', 'briefcase', 'belonged', 'father,', 'begins', 'quest', 'understand', ""parents'"", 'disappearance', '–', 'leading', 'directly', 'oscorp', 'lab', 'dr.', 'curt', 'connors,', ""father's"", 'former', 'partner.', 'spider-man', 'set', 'collision', 'course', ""connors'"", 'alter', 'ego,', 'lizard,', 'peter', 'make', 'life-altering', 'choices', 'use', 'powers', 'shape', 'destiny', 'become', 'hero.', 'action', 'adventure', 'fantasy', 'lossoffather', 'vigilante', 'serum', 'marvelcomic', 'scientificexperiment', 'spiderbite', 'maskedvigilante', 'reboot', 'superpowers', 'geneticengineering', 'socialoutcast', 'duringcreditsstinger', 'andrewgarfield', 'emmastone', 'rhysifans', 'marcwebb']"
21,20662,Robin Hood,"['soldier', 'robin', 'happens', 'upon', 'dying', 'robert', 'loxley,', 'promises', 'return', ""man's"", 'sword', 'family', 'nottingham.', 'there,', 'assumes', ""robert's"", 'identity;', 'romances', 'widow,', 'marion;', 'draws', 'ire', ""town's"", 'sheriff', 'king', ""john's"", 'henchman,', 'godfrey.', 'action', 'adventure', 'robinhood', 'archer', 'knight', 'sherwoodforest', 'bowandarrow', 'middleages', 'medieval', 'kingofengland', 'russellcrowe', 'cateblanchett', 'maxvonsydow', 'ridleyscott']"
22,57158,The Hobbit: The Desolation of Smaug,"['dwarves,', 'bilbo', 'gandalf', 'successfully', 'escaped', 'misty', 'mountains,', 'bilbo', 'gained', 'one', 'ring.', 'continue', 'journey', 'get', 'gold', 'back', 'dragon,', 'smaug.', 'adventure', 'fantasy', 'elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'swordandsorcery', 'martinfreeman', 'ianmckellen', 'richardarmitage', 'peterjackson']"
23,2268,The Golden Compass,"['overhearing', 'shocking', 'secret,', 'precocious', 'orphan', 'lyra', 'belacqua', 'trades', 'carefree', 'existence', 'roaming', 'halls', 'jordan', 'college', 'otherworldly', 'adventure', 'far', 'north,', 'unaware', 'part', 'destiny.', 'adventure', 'fantasy', 'england', 'compass', 'experiment', 'lordship', 'uncle', 'polarbear', 'orphan', 'animal', 'basedonyoungadultnovel', 'dakotabluerichards', 'nicolekidman', 'danielcraig', 'chrisweitz']"
24,254,King Kong,"['1933', 'new', 'york,', 'overly', 'ambitious', 'movie', 'producer', 'coerces', 'cast', 'hired', 'ship', 'crew', 'travel', 'mysterious', 'skull', 'island,', 'encounter', 'kong,', 'giant', 'ape', 'immediately', 'smitten', 'leading', 'lady.', 'adventure', 'drama', 'action', 'filmbusiness', 'screenplay', 'showbusiness', 'filmmaking', 'filmproducer', 'exoticisland', 'monster', 'indigenous', 'ship', 'dinosaur', 'naomiwatts', 'jackblack', 'adrienbrody', 'peterjackson']"
25,597,Titanic,"['84', 'years', 'later,', '101-year-old', 'woman', 'named', 'rose', 'dewitt', 'bukater', 'tells', 'story', 'granddaughter', 'lizzy', 'calvert,', 'brock', 'lovett,', 'lewis', 'bodine,', 'bobby', 'buell', 'anatoly', 'mikailavich', 'keldysh', 'life', 'set', 'april', '10th', '1912,', 'ship', 'called', 'titanic', 'young', 'rose', 'boards', 'departing', 'ship', 'upper-class', 'passengers', 'mother,', 'ruth', 'dewitt', 'bukater,', 'fiancé,', 'caledon', 'hockley.', 'meanwhile,', 'drifter', 'artist', 'named', 'jack', 'dawson', 'best', 'friend', 'fabrizio', 'de', 'rossi', 'win', 'third-class', 'tickets', 'ship', 'game.', 'explains', 'whole', 'story', 'departure', 'death', 'titanic', 'first', 'last', 'voyage', 'april', '15th,', '1912', '2:20', 'morning.', 'drama', 'romance', 'thriller', 'shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'oceanliner', 'epic', 'richwoman-poorman', 'love', 'disaster', 'tragiclove', 'classdifferences', 'imax', 'starcrossedlovers', 'steerage', 'salvage', 'richsnob', '3d', '1910s', 'katewinslet', 'leonardodicaprio', 'francesfisher', 'jamescameron']"
26,271110,Captain America: Civil War,"['following', 'events', 'age', 'ultron,', 'collective', 'governments', 'world', 'pass', 'act', 'designed', 'regulate', 'superhuman', 'activity.', 'polarizes', 'opinion', 'amongst', 'avengers,', 'causing', 'two', 'factions', 'side', 'iron', 'man', 'captain', 'america,', 'causes', 'epic', 'battle', 'former', 'allies.', 'adventure', 'action', 'science fiction', 'civilwar', 'war', 'marvelcomic', 'sequel', 'superhero', 'basedoncomicbook', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvelcinematicuniverse', '3d', 'chrisevans', 'robertdowneyjr.', 'scarlettjohansson', 'anthonyrusso']"
27,44833,Battleship,"['mankind', 'beams', 'radio', 'signal', 'space,', 'reply', 'comes', '‘planet', 'g’,', 'form', 'several', 'alien', 'crafts', 'splash', 'waters', 'hawaii.', 'lieutenant', 'alex', 'hopper', 'weapons', 'officer', 'assigned', 'uss', 'john', 'paul', 'jones,', 'part', 'international', 'naval', 'coalition', 'becomes', ""world's"", 'last', 'hope', 'survival', 'engage', 'hostile', 'alien', 'force', 'unimaginable', 'strength.', 'taking', 'invaders,', 'hopper', 'must', 'also', 'try', 'live', 'potential', 'brother,', ""fiancée's"", 'father,', 'admiral', 'shane,', 'expect', 'him.', 'thriller', 'action', 'adventure', 'science fiction', 'fight', 'u.s.navy', 'mindreading', 'hongkong', 'soccer', 'scientist', 'fictionalwar', 'naval', 'armada', 'battleship', 'navalcombat', 'jdsmyoko', 'lostcommunication', 'taser', 'buoy', 'communicationsexpert', 'jointchiefsofstaff', 'crashlanding', 'jetfighterpilot', 'navylieutenant', 'permissiontomarry', 'ussjohnpauljones', 'basedonboardgame', 'aftercreditsstinger', 'mightymo', 'ussmissouri', 'taylorkitsch', 'alexanderskarsgård', 'rihanna', 'peterberg']"
28,135397,Jurassic World,"['twenty-two', 'years', 'events', 'jurassic', 'park,', 'isla', 'nublar', 'features', 'fully', 'functioning', 'dinosaur', 'theme', 'park,', 'jurassic', 'world,', 'originally', 'envisioned', 'john', 'hammond.', 'action', 'adventure', 'science fiction', 'thriller', 'monster', 'dna', 'tyrannosaurusrex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusementpark', 'animalattack', 'themepark', 'jurassicpark', '3d', 'animalhorror', 'chrispratt', 'brycedallashoward', 'irrfankhan', 'colintrevorrow']"
29,37724,Skyfall,"[""bond's"", 'latest', 'assignment', 'goes', 'gravely', 'wrong', 'agents', 'around', 'world', 'exposed,', 'mi6', 'attacked', 'forcing', 'relocate', 'agency.', 'events', 'cause', 'authority', 'position', 'challenged', 'gareth', 'mallory,', 'new', 'chairman', 'intelligence', 'security', 'committee.', 'mi6', 'compromised', 'inside', 'out,', 'left', 'one', 'ally', 'trust:', 'bond.', '007', 'takes', 'shadows', '-', 'aided', 'field', 'agent,', 'eve', '-', 'following', 'trail', 'mysterious', 'silva,', 'whose', 'lethal', 'hidden', 'motives', 'yet', 'reveal', 'themselves.', 'action', 'adventure', 'thriller', 'spy', 'secretagent', 'sociopath', 'killer', 'artgallery', 'britishsecretservice', 'istanbulturkey', 'imax', 'uzi', 'boobytrap', 'impersonatingapoliceofficer', 'macao', 'danielcraig', 'judidench', 'javierbardem', 'sammendes']"
30,558,Spider-Man 2,"['peter', 'parker', 'going', 'major', 'identity', 'crisis.', 'burned', 'spider-man,', 'decides', 'shelve', 'superhero', 'alter', 'ego,', 'leaves', 'city', 'suffering', 'wake', 'carnage', 'left', 'evil', 'doc', 'ock.', 'meantime,', 'parker', 'still', ""can't"", 'act', 'feelings', 'mary', 'jane', 'watson,', 'girl', ""he's"", 'loved', 'since', 'childhood.', 'action', 'adventure', 'fantasy', 'dualidentity', ""loveofone'slife"", 'pizzaboy', 'marvelcomic', 'sequel', 'superhero', 'doctor', 'scientist', 'tentacle', 'death', 'supervillain', 'tobeymaguire', 'kirstendunst', 'jamesfranco', 'samraimi']"
31,68721,Iron Man 3,"['tony', ""stark's"", 'world', 'torn', 'apart', 'formidable', 'terrorist', 'called', 'mandarin,', 'starts', 'odyssey', 'rebuilding', 'retribution.', 'action', 'adventure', 'science fiction', 'terrorist', 'waronterror', 'tennessee', 'malibu', 'marvelcomic', 'superhero', 'basedoncomicbook', 'tonystark', 'ironman', 'aftercreditsstinger', 'marvelcinematicuniverse', 'mandarin', '3d', 'warmachine', 'ironpatriot', 'extremis', 'robertdowneyjr.', 'gwynethpaltrow', 'doncheadle', 'shaneblack']"
32,12155,Alice in Wonderland,"['alice,', 'unpretentious', 'individual', '19-year-old,', 'betrothed', 'dunce', 'english', 'nobleman.', 'engagement', 'party,', 'escapes', 'crowd', 'consider', 'whether', 'go', 'marriage', 'falls', 'hole', 'garden', 'spotting', 'unusual', 'rabbit.', 'arriving', 'strange', 'surreal', 'place', 'called', ""'underland,'"", 'finds', 'world', 'resembles', 'nightmares', 'child,', 'filled', 'talking', 'animals,', 'villainous', 'queens', 'knights,', 'frumious', 'bandersnatches.', 'alice', 'realizes', 'reason', '–', 'conquer', 'horrific', 'jabberwocky', 'restore', 'rightful', 'queen', 'throne.', 'family', 'fantasy', 'adventure', 'basedonnovel', 'fictionalplace', 'queen', 'fantasy', 'aliceinwonderland', 'fantasyworld', '3d', 'miawasikowska', 'johnnydepp', 'annehathaway', 'timburton']"
33,36668,X-Men: The Last Stand,"['cure', 'found', 'treat', 'mutations,', 'lines', 'drawn', 'amongst', 'x-men', 'brotherhood,', 'band', 'powerful', 'mutants', 'organized', ""xavier's"", 'former', 'ally,', 'magneto.', 'adventure', 'action', 'science fiction', 'thriller', 'mutant', 'marvelcomic', 'basedoncomicbook', 'superhuman', 'beast', 'cyclops', 'aftercreditsstinger', 'hughjackman', 'halleberry', 'ianmckellen', 'brettratner']"
34,62211,Monsters University,"['look', 'relationship', 'mike', 'sulley', 'days', 'monsters', 'university', '—', 'necessarily', 'best', 'friends.', 'animation', 'family', 'monster', 'dormitory', 'games', 'animation', 'bestfriend', 'university', 'scary', 'aftercreditsstinger', 'billycrystal', 'johngoodman', 'stevebuscemi', 'danscanlon']"
35,8373,Transformers: Revenge of the Fallen,"['sam', 'witwicky', 'leaves', 'autobots', 'behind', 'normal', 'life.', 'mind', 'filled', 'cryptic', 'symbols,', 'decepticons', 'target', 'dragged', 'back', ""transformers'"", 'war.', 'science fiction', 'action', 'adventure', 'egypt', 'sun', 'chaos', 'symbol', 'artifact', 'transformers', 'tank', 'robot', 'imax', 'duringcreditsstinger', 'shialabeouf', 'meganfox', 'joshduhamel', 'michaelbay']"
36,91314,Transformers: Age of Extinction,"['humanity', 'picks', 'pieces,', 'following', 'conclusion', '""transformers:', 'dark', 'moon,""', 'autobots', 'decepticons', 'vanished', 'face', 'planet.', 'however,', 'group', 'powerful,', 'ingenious', 'businessman', 'scientists', 'attempt', 'learn', 'past', 'transformer', 'incursions', 'push', 'boundaries', 'technology', 'beyond', 'control', '-', 'ancient,', 'powerful', 'transformer', 'menace', 'sets', 'earth', 'cross-hairs.', 'science fiction', 'action', 'adventure', 'sequel', 'alien', 'transformers', 'giantrobot', 'robot', 'imax', 'transformingrobot', 'markwahlberg', 'stanleytucci', 'kelseygrammer', 'michaelbay']"
37,68728,Oz: The Great and Powerful,"['oscar', 'diggs,', 'small-time', 'circus', 'illusionist', 'con-artist,', 'whisked', 'kansas', 'land', 'oz', 'inhabitants', 'assume', ""he's"", 'great', 'wizard', 'prophecy,', 'save', 'oz', 'clutches', 'evil.', 'fantasy', 'adventure', 'family', 'circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magictrick', 'wizard', '3d', 'jamesfranco', 'milakunis', 'rachelweisz', 'samraimi']"
38,102382,The Amazing Spider-Man 2,"['peter', 'parker,', 'life', 'busy.', 'taking', 'bad', 'guys', 'spider-man', 'spending', 'time', 'person', 'loves,', 'gwen', 'stacy,', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough.', 'peter', 'forgotten', 'promise', 'made', 'gwen’s', 'father', 'protect', 'staying', 'away,', 'promise', 'cannot', 'keep.', 'things', 'change', 'peter', 'new', 'villain,', 'electro,', 'emerges,', 'old', 'friend,', 'harry', 'osborn,', 'returns,', 'peter', 'uncovers', 'new', 'clues', 'past.', 'action', 'adventure', 'fantasy', 'obsession', 'marvelcomic', 'sequel', 'basedoncomicbook', 'electrocution', 'medicalexperiment', 'electricity', 'superpowers', 'andrewgarfield', 'emmastone', 'jamiefoxx', 'marcwebb']"
39,20526,TRON: Legacy,"['sam', 'flynn,', 'tech-savvy', 'daring', 'son', 'kevin', 'flynn,', 'investigates', ""father's"", 'disappearance', 'pulled', 'grid.', 'help', 'mysterious', 'program', 'named', 'quorra,', 'sam', 'quests', 'stop', 'evil', 'dictator', 'clu', 'crossing', 'real', 'world.', 'adventure', 'action', 'science fiction', 'artificialintelligence', 'secretidentity', 'computerprogram', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neonlight', 'autocracy', 'garretthedlund', 'jeffbridges', 'oliviawilde', 'josephkosinski']"
40,49013,Cars 2,"['star', 'race', 'car', 'lightning', 'mcqueen', 'pal', 'mater', 'head', 'overseas', 'compete', 'world', 'grand', 'prix', 'race.', 'road', 'championship', 'becomes', 'rocky', 'mater', 'gets', 'caught', 'intriguing', 'adventure', 'own:', 'international', 'espionage.', 'animation', 'family', 'adventure', 'comedy', 'carrace', 'sequel', 'comedy', 'anthropomorphism', 'bestfriend', 'duringcreditsstinger', 'owenwilson', 'larrythecableguy', 'michaelcaine', 'johnlasseter']"
